TITLE,ARTIST,LABEL,NO.,YR,ALBUM/CD TITLE,
Plegaria Por Vietnam [Prayer For Vietnam],"Velez, Alfonso",ARC,14,,,
Pleiku,El Gusano,Light in the Attic,LP,75,Fantasia del Barrio,
Poem (Hill 875),"Steer, John",,CD,,"Hard Fought, Blood Bought",
Poem Of A Buddhist Monk,"Duy, Pham",Folkways,LP 31303,68,Folk Songs of Vietnam,
Point Man,"Pollock, Samuel",S. Pollock,Cassette,98,The Walking Wounded,
Poisoned Sky,Reel Banditos,The Reel Banditos,CD,8,Indochina,
Political Prisoner,"Hinck, Jeannie",Capetown,3264,,,
Political Science,"Newman, Randy",Reprise,LP 2064,72, ,
"Politician, The","Rawls, Lou",MGM,14428,72, ,
"Politician And The War, The",Lonesome Valley Singers,Diplomat,LP 2489,69,God Bless The Working Man,
"Poor Copilot, The","Hatch, Jim",CWF,CD,96,Vietnam Aviator's Odyssey,
Por Que Estamos En Vietnam,"Ramirez, Arnaldo",Falcon,1724,,,
Por Vietnam,Quilapayun,Jota Jota,1,7?, ,
Port Angeles,"Garvey, Mary",Private Tape,Cassette,,Mary Garvey,
Portrait Of An American,"Mitchell, Cameron",Dana Aire,104,75,,
Postcards From Saigon,"Blundell, James",Revenge,RS 002,5,,
Postmarked Home,Doctor & The Medics,Kaylsodak,A ,8?,,
Postmarked Viet Nam,"Black, June",Chart,1285,65,,
Postwar Baby,Blackburn & Snow,Verve,10563,,,
POW - MIA,Whispers,Janus,212,73,Soldier's Sad Story,
POW 369,"Worley, Darryl",,CD,,,
"POW/MIA, The","Murphy, Tim",,,,,
POW/MIA Song,"Abel, Sgt. Mark",,Cassette,90,,
POW/MIA Song (Bring Me Home),"Jackson, Al",,,,,
"Power 18, The",Mustang,A&M,8101,71,,
"Power Of The Jungle, The","Lee, Virginia et al",JRM,Cas 1978,86,"Vietnam, The Soldier's Story",
POWMIA,"Bagley, Sandy",Wrayco,219,73,,
POWs And The MIAs,"Suiter, Jeri",Jeri Suiter,1,,,
POW's Of The USA,"Parker, Hope",Mainstream,5537,73,,
Powder Blue,"Orr, Sid",,CD,13,Vietnam: The Journey,
Pray For Our Service Boys In Vietnam,"Story, Carl & Ramblin' Mountaineer",Scripture Recordfs,LP 120,6?,From The Altar To Vietnam ,
Pray For Our Soldiers,"Rivers, Ken",Morning Star,21991,7?,,
Pray For Peace,"Hawkins, Edwin Singers",Buddah,145,70,"Peace Is ""Blowin' In The Wind""",
Pray For The Boys  ,Stanley Brothers,King,6023,66,,
Pray For The Boys (In Viet Nam),Davis Brothers,Flag,5010,,,
Pray For The Boys In Vietnam,"Pruett, Little Betty",Arlee,20967,67,,
Pray For Your Country,"Mack, Warner",Decca,32365,68,,
"Prayer For Christmaa, A","Sza'Vee, Miss",Soular,501,,,
"Prayer For Daddy In Vietnam, A","Gospel Mountaineers, The",GMT,71229,,,
Prayer For Dust Off,"Raney, Ed",Storm,LSP 2702,7?,Songs Of The Sky Soldier,
"Prayer For My Soldier, A","Curry, Helen",Ja-Wes,110,70,,
"Prayer For Our Boys, A",Hershey Cohen Ork.,Green Valley,1005,,,
Prayer For Peace,"Dale, Jim",Boone,1062,67,,
"Prayer For Peace, A","Kent,  Dick",M.S.R.,414,6?,,
Prayer For Peace,"Lee, Shari",M.S.R. Records,796,75,,
Prayer For Peace,"Penn, Dan",Happy Tiger,556,,,
Prayer For Peace,U.S. Apple Corps,SSS Int.,840,71,,
Prayer For Peace,"Wolfe Chorale, Richard",Admiral,771,,,
"Prayer For The '70's, A","Albert, Eddie",Bell,837,69,,
Prayer For Today,"Thomas, Mike",Tin Pan Alley,665,71,,
Prayer For Vietnam,Highway Travelers,J. Lee,78,,,
"Prayer For Vietnam, A",Stars Of Faith,Evasion,LP 1023,67,,
Prayer For Vietnam,"Wright, Otis",Star,103,,,
Prayer From A P.O.W.,Gould Marilyn,P.O.W.,101,?,,
Prayer From A Twelve Year Old Boy,"Myles, Raymond",Kent,4541,71,,
Prayer Of Peace,"Brown, Leroy",Rare,2015,74,,
Prefiero Irme A Vietnam,"Laure, Mike",Musart,4631,,,
"Present For Mommy, A","Thompson, Hayden",Kapp,795,66,,
President Johnson,Smothers Brothers,Mercury,104,68,,
President Richard Nixon,"Marshall, Gene",Preview,2229,72,,
"President's Prayer, The",Watergate Seven,Hidden Records,3654,74,,
Pretty Little Vietnamese,"Wright, Johnny",Decca,LP 4698,65,Hello Vietnam,
Pretty Place,STEV,Stev  Manteiv,LP SM 001,86,Ambush,
Price Of Paradise,Minutemen,SST,CD,85,3-Way Tie For Last ,
Price Of Victory,"Outcasts, The",Askel,102,66, ,
"Price You Pay, The","Flores, Rosie",Hightone,CD 8033,92,After The Farm,
"Princess And The Soldier, The (Part 1)","Hall, Daryl",Amy,11049,69,,
"Princess And The Soldier, The (Part 2)","Hall, Daryl",Amy,11049,69,,
Prison Blues,STEV,Stev  Manteiv,LP SM 001,86,Ambush,
Prisoner Of My Dreams,"Edwards, Francis",,CD,8,Vietnam Dreamscape,
Prisoner Of Vietnam,"Scoggins, Hoyt",Gaye,3037,6?, ,
Prisoner Of War,"Carpenter, N. & Adams, B.",Kingstar,1001,71, ,
Prisoner Of War,"Griffith, Harold",Atlantic,LP 7215,72,Good Ol' Boy,
Prisoner Of War,"Murphy, Pat",Orbit,2507,90, ,
Prisoner Of War,"Paycheck, Johnny",TCWR,53787,96,These Colors Won't Run ,
Prisoner Of War,"Roberts, Bruce",Eagle Music,FL 4537,80,,
Prisoner Of War,"Roundtree, Jim",Jewel,885,7?,,
Prisoner Of War,"Stewart, Jerry",United  ,,,,
Prisoner Of War [Do You Know My Name],Zachary & Alexander,Magic,110,72,,
Prisoner Of War (Welcome Back Home),"Holeman, Billy",P.O.W.-M.I.A,594,73,,
Prisoner Of War (What's Happened..USA?),Red River Dave,Reveal,91170,70,,
"Prisoner Of War Song, The","Thomas, Mike",Tin Pan Alley,71-555,73,,
Prisoner Set Free,"Mack, Billy Joe",Sho' Time,9003,73,,
Prisoners  ,"Denver, John",RCA,LP 4731,72,Rocky Mountain High  ,
Prisoners Of War,"Hull, Lonnie",Trinity Sound,1002,7?,,
Prisoners Of War,"Sahl, Mort",GNP Crescendo,LP 2070,73,Sing A Song Of Watergate ,
Prisoners Of War,"Strasser, Gene",Delta,1076,,,
Prisoner's Set Free,"Alexander, Sue",Gold Hat,45 3,73,,
Private First Class So And So,"March, Barbara",Waldee,7,67, ,
Private John Q,"Campbell, Glen",Capitol,5545,65,,
Private John Q,"Cochran, Hank",Liberty,55520,6?,,
Private John Q,"Inman, Autry",Epic ,26428,68,Ballad Of Two Brothers ,
Private Wilson White,"Robbins, Marty",Columbia,43500,66,,
"Private, The","Reeves, Del",UA,50157,67,,
Product Of A War Machine,"Gentry, Wayne",Mr. Music,4,6?,,
Promise That You'll Wait,"Jackson, Skip & Shantons",Dot-Mar,325,6?,,
Promise That You'll Wait,"Lizzmore, Michael",Capitol,3480,,,
"Prophet, The","Patriots, The",Mainstream,631,6?,,
Protest,"Shiner, Merv",Certron,10012,70,,
"Protest Biz, The","Masten, Ric",WRS,LP 1502,67,12 String Sermons,
"Protest Singer, The","Hinson, Don",Treva,222,60s, ,
Protocol,Cumberlands,KY Vietnam Mem. Fund,LP,88,Reflections: A Memorial Tribute to Vietnam Veterans,
Proud American,"Gober, 1st Lt. Hershel",ABC,10910,66,,
"Proud American, The","Gober, Hershel",ABC Records,10810,66,The Proud American,
Proud To Wave Old Glory,"Jeffers, Russ ",Soundwaves,4838,90,,
"Proving Ground, The","Pollock, Samuel",S. Pollock,Cassette,93,Remembering Honor Vietnam,
Provo's Death,"Rozsa, Miklos",WB,LP,68,The Green Berets S/T,
Psalm For December,"Genovese, Lem",Vihn Long Army Sur.,Cassette,84,The Viet Vet Tunesmythe,
PTSD Blues,Ole 1/27 Grunts,Ole 1/27 Grunts,mp3,2,It's Just A Nam Thing ,
Pueblo,"Patriots, The",Stereo Village,601,68,,
Puff,"Durham, Bull",Border City,1002,1,Bull Durham's SONGS OF SAC/SONGS OF S.E.A.,
Puff The Magic Buddhist,Emily Strange,Self-Released,,, ,
Pull Out The Pin,"Bush, Kate",EMI America,LP 17084,82,The Dreaming ,
Pull The Boom From The Gas Hole,"Jonas, Dick",Flying Fish,70552,,In Country,
Pull The Boom From The Gas Hole,"Jonas, Dick",Erosonic ,Album 3,97,Two Sides of Dick Jonas,
Purple Haze,"Hendrix, Jimi",Reprise,597,67,GH,
"Purple Heart, A","Allen, Red & Yates Brothers",County,7001,,,
Purple Heart,"Euel, Sgt.Jim",Jet,119,, ,
Purple Heart,Free Fare,Show Case,1001,68,,
Purple Heart,"Murray, Gail",Gold Standard,192,6?,,
Purple Heart,Noah's Ark,Liberty,56157,70,,
Purple Heart,"Robbins, Gee Gee",Fountain,2249,6?,,
Purple Heart,Sabaton,Nuclear Blast,CD,10,Sabaton ,
"Purple Heart, The","Williams, Edie",Jalyn,330,,,
Push Button Soldier,"Logston, Jimmy",J. Logston,CD ,99,Reunion Of Life/Copy,
Put A Nickel On The Grass,"Brand, Oscar & Bare  FACs",TRD,CD,1,The Wild Blue Over Vietnam,
Put It Back,"van Landingham, Crockett",Music Towne,10015,7?,,
Put Your Beeper On The Air,"Hatch, Jim",CWF,CD,96,Vietnam Aviator's Odyssey,
"Pvt. Abair, USMC","Abair, Pvt.",Coins,5,6?, ,
Pvt. Lee,Willis Brothers,Starday,625,63,,
Pvt. Little Bit,"Harless, Smokey",Starlite,12947,, ,
Q For Quayle [My Name Is Quayle],"Garvey, Mary",Private Tape,Cassette,,Mary Garvey,
Quang Ngai…,"DeMouche, Fred",Border City,SE-3,1,FAC Songs from SEA,
Quang Tri City,"Homans, Bill",St. George Int.,LP ST 06,73,Bill Homans Merry Airbrakes,
Quarter Century War (Mr. President),Unknown Artist,,Cassette,3,Vietnam Anthology #2 ,
Question,Moody Blues,Threshold,67004,70,GH,
Quiet Sound,"Frederick, Bill",Crisis Records,LP 001,67,Songs of the U.S. Antiwar Movement,
R and R,"Frederick, Bill",Crisis Records,LP 001,67,Songs of the U.S. Antiwar Movement,
R&R,"Walktendonk, Jim",Booney Tunes,Cassette,94,R&R,
R&R Woman,"McKenna, Bill",F.P.O. San Francisco,Cassette,86,Vietnam: Still Part of Who I Am,
Rabid Rats (Vietnam),"Cazazza, Monte",EMI  ,CD,96,Worst of Monte Cazazza ,
Rachel,"Alley, Jim",Columbia,44860,69, ,
Rachel,"Morris, Russell",Columbia,3100,70, ,
Radical,Mourning Noise,?,,,Death Trip Delivery ,
Radio VIETNAM,Bell & Shore,ROM Records,CD,89,L-ranko Motel,
Raga-Livin' The Jungle-Raga,Fall Guys,Broken Arrow Music,CD,5,Another Place…Another Time,
Ragged Old Flag,"Cash, Johnny",Columbia,46028,74,Ragged Old Flag ,
Ragged Old Flag,"Conder, Jay",Let It Flo,45102,7?,,
Raggedy-Ass Militia,"Jonas, Dick",Erosonic ,Album 4,97,Swamp Fox,
"Rain In Vietnam, The",Dance Gavin Dance,Rise,CD,0?, ,
"Rain On The Leaves, The","Duy, Pham",Folkways,LP 31303,68,Folksongs of Vietnam ,
Rain On The Leaves,"Rosenberg, Chuck",Video Treasures,,90,GI Songs And Stories From Vietnam,
Rally For LT. Calley,"Watford, Joe",Ginny & Joe,222,71,,
"Rambo Rap, The","Banks, The",Patchwork Time,No #,85,,
Rambo Rat,"Queers, The",,,,,
Ramsey Clark,"Delegates, The",Mainstream,100,72,,
"Rand Hymn, The","Reynolds, Malvina",Omni,CD,7,Malvina Reynolds ,
Rattlesnake Junction,Covered Wagon Musicians,Paredon,LP 1015,72,We Say No To Your War!,
Raymond,"Elderedge, Brad",,,,,
RBAAB,"Jonas, Dick",Erosonic ,Disk Four,97,Swamp Fox,
RB Double-A Bravo,"Jonas, Dick",Border City,SE-7,4,SOBA-2002,
Reach Out And Touch You,"Williams, Jake",Exodus,2011,6?,,
Reaching Out To Help A Brother,"Davis, Dave",Dave K. Davis,Cassette,98,,
Read-In For Peace In Vietnam,"Mailer, Norman",,,66,,
Read-In For Peace Statement,"Dugan, Alan",,mp3,,Original Read-In for Peace in Vietnam,
Re-Adjustment Blues,Cumberlands,KY Vietnam Mem. Fund,LP,88,Reflections: A Memorial Tribute to Vietnam Veterans,
Readjustment Blues,"Denver, John",RCA,LP 4607,71,Aerie ,
"Real Silent Majority, The","Jay, George",Ditto,151,69,,
"Realest, The",Mobb Deep ft. Kool G Rap,Loud,CK 63715,99,,
Recipe For Peace,"Patterson, Bobby",Paula,458,7?,,
Recon Mission,"Hatcher, Al",Country Express,101,,,
Reconciliation,"Bang, Billy",Justin Time Records,CD 212-2 ,5,Vietnam: Reflections,
Reconciliation 2,"Bang, Billy",Justin Time Records,CD 212-2 ,5,Vietnam: Reflections,
"Recruit, The","Martine, Jr., Layng",Decca,32621,70, ,
Red  ,Barefoot Truth,Barefoot Truth,CD,6,Changes In the Weather,
"Red Beret, The",Thin Men,His Master's Voice,4800,, ,
Red Dirt Girl,"Harris, Emmylou",Nonesuch,CD,0,Red Dirt Girl ,
Red Roses Blooming Back Home,"Jackson, Stonewall",Columbia,LP 9708,68,Great Old Songs ,
Red Rover,"Garvey, Mary",Private Tape,Cassette,,Mary Garvey,
"Red White & Blue, The","Speeks, Verlin ""Red""",Red Hed,1011,72, ,
Red White And Blind,"Walktendonk, Jim",Booney Tunes,Cassette,85,Red White And Blind,
Red White And Blue,"D'Ambrosia, Anthony ",Private Tape,Cassette,92, ,
"Red, White & Blue Christmas","Swan, Dottie",Southern Artists,2028,6?, ,
"Red, White And Blue","Lloyd, Pvt. Eddie",Alco,17089,,,
"Red, White And Blue","Martin, Michael & Holiday, Tim",Michael Martin,Cassette, ,Time To Lay it Down,
"Red, White And Blue","Sea, Johnny",Philips,LP 194,65,Live At The Bitter End,
"Red, White, And Blue (These Colors Just Won't Run)",Mo & Chosen,Vision,777,,,
Redneck,"South, Joe",Capitol,LP 108,69,Introspect ,
Redneck,Swamp Dogg,,,7?,,
Reduci Dal Vietnam,"Patucchi, Daniele",Cinevox,MDF 33/164,84,,
Re-Enlistment Papers,"Bailey, Razzy",ABC,10939,67,,
Reflected Prayer,Shrubs,NOT  ,CD 1010,1,Misfits & Dreamers ,
Reflections  ,"Bang, Billy",Justin Time Records,CD 212-2 ,5,Vietnam: Reflections,
Reflections,"Purtell, Jim [v. Jon Statham]",Stoney Beach Music,CD,12,Vietnam: There & Back,
Reflections & Suggestions,"Fear, Tom & Larry Quick",Europa,EP-10087,87,,
Reflections On The Wall,"Francis, Cleve",Friends of the VM,CD,92,Songs Of The Wall,
Reflections Prior To Vietnam,Prich,FTATLC,TS69-967,?,,
Reich Mir Die Hand,Vietnamesischer Fluchtlings,Columbia,45-900,,,
Remember I Said Tomorrow,Swamp Dogg,,,71,Rat One ,
Remember Me - A P.O.W.,"Marshall, Gene",Preview,1981,71, ,
Remember The Fallen,Sodom,Steam Hammer ,CD 7597,89,Agent Orange,
Remember The Heroes,"Hagar, Sammy",Geffen,LP 2021,82,Three Lock Box ,
Remember Vietnam,Final Conflict,SOS Records,CD,6,"No Peace On Earth, No Rest In Hell ",
Remembering Honor,"Pollock, Samuel",S. Pollock,Cassette,93,Remembering Honor Vietnam,
"Renaissance Red Neck, The","Killian, Earl",Leapin' Lena,18115,6?,,
"Repeated Life, A",Bing Bang,Tag,7501,6?,,
Repelling Mosquitos,"Warnke, Mike",M. Warnke,Cassette,86,,
"Reporter Of Wars, The","Wyles, Capt. Gene",Columbia,43880,66, ,
Reporting A War,"Dawson, Alan",Campus Radio Voice,7876,6?,Five Interviews,
Republic's Ultra Hog,"LeVine, Irv ",Border City,SE-2,1,SOBA-2000,
Republic's Ultra Hog,"Durham, Bull",Border City,1002,1,Bull Durham's SONGS OF SAC/SONGS OF S.E.A.,
Requiem For A Soldier,"Marshall, Tommy",Merri,6016,,,
Requiem For Kent State,"Bluiett, Hamiet et al",,mp3,,Saying Something for All,
Requiem For The Masses,Association,WB,7074,67, ,
Requiem In Black Stone,"Jacobs, Sam",Break,72967,,,
"Requisition, The","Rozsa, Miklos",WB,LP,68,The Green Berets S/T,
Resistance Hymn,"Dane, Barbara",Paredon,LP 1003,71,FTA! Songs Of The GI Resistance,
Restless People,"Jay Walkers, The",Cameo,300,60,,
Return From Vietnam,"Bailey, Bill & Country Drifters",CMC,1014,73, ,
Return From Vietnam,"White, Wally", CMEP,505,6?,,
"Return Of A Soldier, The","King, Ric",Capitol,5845,67, ,
Return To Viet Nam,"Webb, James",Campus Radio Voice,7866,6?,Five Interviews,
Return To Vietnam,Kitaro,Geffen,CD,93,Heaven & Earth S/T,
Return To Vietnam,Master,Crash Music,CD,98,Faith Is In Season ,
Returned Package From Vietnam,"Scoggins, Hoyt",Starday,LP 5479,68,,
Returning Home From Vietnam,Auditions,Freckles,A,73, Soldier's Plea,
Reunion,"Hughes, Toby",Erosonic ,Album 14,5,Fast and Low,
Reunion ,"Ross, Bobby",Constellation,CD,88,Voice of America,
Reunion At The Wall,"Lintecum, Sarge",Mr & Mrs. Sarge,CD,91,Vietnam Blues: Combat Tested for Peace,
Reunion Of Life,"Logston, Jimmy",J. Logston,CD ,99,Reunion Of Life/Copy,
Revelation  ,"Braddock, Bobby",Columbia,45265,70,,
"Revelation, The",Original Cast,Geffen,9  24271-2,89,Miss Saigon,
Revolution,Beatles,Apple,2276,68,GH  ,
Revolution And Assassination In South Vietnam,"Huntley, Chet & David Brinkley",RCA,LOC 1088,64,A Time to Keep: 1963,
Rewrite,"Simon, Paul",Hear Music,CD,11,So Beautiful Or So What ,
"Rice Bowl, The","Little, Rich",Mercury,73259,71, ,
Rice Grows Again In Vietnam,"Ainslie, Scott",Cattail Music,CD,95,The Feral Crow ,
Rice Paddy Daddy,"Martin, Dick ""Deacon""",Ben Rich,3083,6?, ,
Rice Paddy Daddy,"Martin, Dick ""Deacon""",Film City,30831,6?,,
Rickshaw Report,"Travis, Bernie & Pentagon Players",Audio Fidelity,LP 1712,71,The Pentagon Papers,
Ricky I'm Right Behind,"Black, John",57th Street Prod.,CD,3,Meet Me In Vietnam ,
Ricochet In Time,"Colvin, Shawn",Columbia,69723,99,Vietnam Long Time Coming ST ,
Ride to the Wall,"Revere, Paul & Raiders",Rhino,1005,1,Ride To The Wall,
Riding With Private Malone,"Ball, David",Dualtone,1120,1, Patriotic Country,
"Rifle And The Song, The","Rodriguez, David",Dejadisc,CD 3202,92,True Cross,
Rifle Regiment,Not Credited,Coronet,LP 289,66,A Salute To The Armed Forces,
"Right Arm Of America, The","Ott, Paul",Spectator,6002,9?,,
Right On Jody,"Patterson, Bobby",Paula,352,71, ,
Ring Of The Hammer,"Bellows, Jon",World Harvester,137,,,
Rite Now,"Gamble, Paul",Gamble,601,6?, ,
Road Number One,Original Cast,Gre-Gar,LP 5000,67,Tell Me Lies S/T,
Robin Olds,"LeVine, Irv ",Erosonic ,Disc 7,2,Cold Warriors,
"Robot Vs. Heroin Battle Of Vietnam, The",Dance Gavin Dance,Rise Records,CD,6,Whatever I Say Is Royal Ocean ,
Rock And Roll Mary,"Black, John",57th Street Prod.,CD,3,Meet Me In Vietnam ,
Rock 'N' Roll Travellin' Man,"Rowe, Normie",Normie Rowe,CD,7,Missing In Action  ,
Rock Requiem For...Dead In...Asia War,"Shifrin, Lalo",Verve,LP 8011,71, ,
Rocket Attack,"Jorgensen, Sgt. John Peter",Sgt. J.P. Jorgensen,CD,5,Vietnam: A Sublime Homecoming,
Rocket City,Original Cast,,,,Rocket City!,
"Rodeway Nine, The",Covered Wagon Musicians,Paredon,LP 1015,72,We Say No To Your War!,
Roll Call,"Cash, Johnny",Columbia,44373,67,  ,
Rollin' In My F-105,"LeVine, Irv ",Erosonic ,Disc 7,2,Cold Warriors/SOBA 2001,
Rolling Thunder,Driven,Driven,CD,9,Grassroots Patriots The Essence of Freedom,
Rolling Thunder,"Hughes, Toby",Erosonic ,Album 14,5,Fast and Low,
Rolling Thunder,"Revere, Paul & Raiders",Rhino,1005,1,Ride To The Wall,
Rolling To Combat,"Nam, Commando Alan Jamming…",Untold,2,94,Back to Nam,
Room 317,Original Cast,Geffen,9  24271-2,89,Miss Saigon,
Rooster,Alice in Chains,Columbia,CK 52457,92,Dirt ,
Rosa De Vietnam,Whichwhat,Parlophone,1385,71,,
Rosalie,"Forman, David",,,,,
Rosalie,"Logston, Jimmy",J. Logston,CD ,99,Reunion Of Life/Copy,
Rose Of Saigon,"Chacksfield, Frank",Vocalion,LP 4322,5,Film Festival,
Rose Of Saigon,"Doyle, Danny",Rego,CD 3039,95,Under A Connemara Moon ,
Rose Of Saigon,Original Cast,Gre-Gar,LP 5000,67,Tell Me Lies S/T,
Rose Of Saigon,"Peaslee, Richard & Mitchell, A.",Premier,CD 1022,94,Marat/Sade & Us,
Round Eye Blues,Marah,E-Squared/Artemis,CD,0,Kids In Philly,
Routine Patrol,"Nelson, Terry",Plantation,73,71,,
Ru Con,"Bang, Billy",Justin Time Records,CD 212-2 ,5,Vietnam: Reflections,
Ru De Saigon,"Robert, Marie-Claude",MP 2000,MP 9,70,,
Ruby,Anglo Saxon,Lucky Eleven,,69,,
"Ruby, Don't Take Your Love To Town","Bare, Bobby",Live,Download,67, ,
"Ruby, Don't Take Your Love To Town","Cannon, Ace",Hi ,2174,70,The Happy and Mello Sax of…,
"Ruby, Don't Take Your Love To Town","Darrell, Johnny",United Artist,50126,67, ,
"Ruby, Don't Take Your Love To Town",Dave Pell Singers,Liberty ,LP 7631,69,"Ma-Na, Mah-Na",
"Ruby, Don't Take Your Love To Town","Davis, Danny",RCA,74-0506,71, ,
"Ruby, Don't Take Your Love To Town","Dee, Lennie",Decca,725755,69,,
"Ruby, Don't Take Your Love To Town","Goldsboro, Bobby",UA,LP 3599,67,"The Romantic, Wacky…",
"Ruby, Don't Take Your Love To Town","Hawkins, Dale",Bell,LP 6039,69,"L.A., Memphis & Tyler, Texas ",
"Ruby, Don't Take Your Love To Town","Jennings, Waylon",RCA,LP 3825,67,Love of the Common People,
"Ruby, Don't Take Your Love To Town","Jones, George",Musicor,LP 3159,68,The George Jones Story ,
"Ruby, Don't Take Your Love To Town","Miller, Roger",Mercury,MEPL-9,, ,
"Ruby, Don't Take Your Love To Town","Nimoy, Leonard",Dot ,LP 29566,69,The New World of Leonard Nimoy ,
"Ruby, Don't Take Your Love To Town","Perkins, Carl",Mercury,LP 691,73,My Kind of Country ,
"Ruby, Don't Take Your Love To Town","Perkins, Carl",Mercury,73489,74, ,
"Ruby, Don't Take Your Love To Town","Reed, Jerry",RCA,LP 4506,71,When You're Hot You're Hot ,
"Ruby, Don't Take Your Love To Town","Rogers, Kenny ",Reprise,829,69, ,
"Ruby, Don't Take Your Love To Town","Tillis, Mel",Kapp,LP 1514,67,Life Turned Her That Way ,
"Ruby, Don't Take Your Love To Town","Ward, Dale",Monument ,1136,69,,
Ruby Please Bring Your Love To Town,"Colder, Ben",MGM,14076,69,,
Ruby's Answer,"Helms, Dori",Little Darlin',29,69,,
Ruby's Revenge,"Davis, Ruby",Name,119,69,,
Rumble In The Jungle,"D'Ambrosia, Anthony ",Private Tape,Cassette,92, ,
Rumours Of War,"Tosh, Peter",Rolling S.,LP 39111,79,Mystic Man,
Run For The Wall," Borsuk, Mark & Leese, Howard ",,mp3,8,,
Run Jody Run,"Wright, Charles",WB,7600,72,,
Run On Home Baby Brother,"Loudermilk, John D.",RCA,8862,64,,
Run On Home Baby Brother,"Luman, Bob",Hickory,1266,64,,
Run Through The Jungle,Creedence Clearwater Rev.,Fantasy,641,70,Chronicle ,
Run Through The Jungle,"Revere, Paul & Raiders",Rhino,1005,1,Ride To The Wall,
"Run, Crickets, Run","Utterback, Ralph",Border City,SE-3,1,FAC Songs from SEA,
Running Gun Blues,"Bowie, David",Virgin,LP 7243,71,The Man Who Saved The World ,
Running Out Of Time,"Brothers, Rick",Jim Purtell,CD,88,The Waiting Goes On,
Rusty The Soldier (Part 1),"Thompson, Ronnie",BOBLO,310,6?,,
Rusty The Soldier (Part 2),"Thompson, Ronnie",BOBLO,310,6?,,
S.F. Bound,Thorndike Pickledish,Piccadilly,247,,,
SAC Lament,"Durham, Bull",Border City,1002,1,Bull Durham's SONGS OF SAC/SONGS OF S.E.A.,
"Sacred Bird, The",Original Cast,Geffen,9  24271-2,89,Miss Saigon,
Sacred Ground,"D'Ambrosia, Anthony ",Private Tape,Cassette,92, ,
Sacred Life,"Spoelstra, Mark",Elektra,LP 307,66,State of Mind ,
Sad SAC,"Durham, Bull",Border City,1002,1,Bull Durham's SONGS OF SAC/SONGS OF S.E.A.,
Sad Sam,"Cook, Ernie",Sims,301,66,,
"Saddle Up, Black Knights (Ready, Sir)","Morris, Richard",Richard Morris,CD,68,Private Issue,
Safe Behind The Wire,"Schumann, John",CBS,651353,87,Very Best Of… ,
Sag Mir Wo Die Blumen Sind,"Dietrich, Marlene",Electrola,22-180,64,,
Sag Mir Wo Die Blumen Sind,Lolita,Polydor,24 964,63, ,
Saga Of A Vietnam Vet,"Thompson, Winky",,mp3,,On Top Of The Boardwalk,
Saigon,Adam & Ants,SBME Import,CD,5,Adam Ant Remastered ,
Saigon,Boys Brigade,Capitol,12278,83, ,
Saigon,"Carvalho, Beth",Focus,CD,98, ,
Saigon,Deepnine,Collabitat Records,CD '01,3,Flowers On The Dirt Road Home,
Saigon,"Fischer, William S.",Embryo,529,70,,
Saigon,"Kernoczy, Bill & Nolan, Terry",SLV,CD,99,Strange Land Vietnam,
